,author,statement,source,date,target,BinaryNumTarget
3547,Bill McCarthy,"Says Joe Biden’s Democratic National Convention speech “had to be taped in segments, and the segments had to be edited together.”",Rush Limbaugh,"August 24, 2020",pants-fire,1
3548,Bill McCarthy,“QAnon violence! There is none.”,Greg Gutfeld,"August 24, 2020",false,1
3549,Madlin Mekelburg,Says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in Texas on “the same night the City of Austin voted to cut $150 million” from the police department.”,George P. Bush,"August 24, 2020",false,1
3550,Michelle Andrews,“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,Michael Caputo,"August 24, 2020",barely-true,1
3551,Noah Y.,"""In 3 months, Melania took 21 trips to NY, to get her hair done, at taxpayer cost of $675,000 or $32,143/trip.""",Facebook posts,"• August 24,",false,1
3552,Louis Jacobson,"“So this is just a way they’re trying to steal the election, and everybody knows that. Because the only way they’re going to win is by a rigged election.”",Donald Trump,"August 24, 2020",pants-fire,1
3553,Jon Greenberg,Says Donald Trump's payroll tax deferral “could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened.”,Eugene DePasquale,"August 24, 2020",mostly-true,0
3554,Haley BeMiller,Kanye West’s access to Wisconsin’s ballot was “denied by liberals.”,Republican Party of Wisconsin,"August 21, 2020",barely-true,1
3555,Ciara O'Rourke,Photos show former President Barack Obama acting inappropriately with a child.,Viral image,"August 21, 2020",pants-fire,1
3556,Daniel Funke,“The DNC omitted ‘one nation under God’ from the Pledge of Allegiance.”,Peggy Hubbard,"August 21, 2020",barely-true,1
3557,Samantha Putterman,Says this photo shows Joe Biden kissing and biting a child on the cheek.,Viral image,"August 21, 2020",false,1
3558,Ciara O'Rourke,"Says Nancy Pelosi “wants to remove votes from soldiers overseas” and said, “They don’t even live here.”",Viral image,"August 21, 2020",false,1
3559,Ciara O'Rourke,“The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?”,Facebook posts,"August 21, 2020",barely-true,1
3560,Ciara O'Rourke,“This USPS employee was caught taking down Trump signs. These people are also responsible for the mail in ballots they are pushing so hard.”,Viral image,"August 21, 2020",half-true,0
3561,Jon Greenberg,"Says President Barack Obama “spied on my campaign, and got caught!”",Donald Trump,"August 20, 2020",false,1
3562,Bill McCarthy,"Says Joe Biden told Americans, ‘If you elect me, your taxes are going to be raised, not cut.”",America First,"August 20, 2020",barely-true,1
3563,Paul Specht,“At UNC 14% of students tested positive.”,Chris Murphy,"August 20, 2020",barely-true,1
3564,John Pullano,Says Gov. Andrew Cuomo and Democratic lawmakers are “granting free tuition to illegal immigrants while closing Excelsior Scholarship applications to citizen students.”,Robert Ortt,"August 20, 2020",barely-true,1
3565,Phil Galewitz,"“The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.”",Ron DeSantis,"August 20, 2020",mostly-true,0
3566,Ciara O'Rourke,“Thousands of Seattle Democrats gather to demand mail-in voting because it’s too dangerous to vote in-person.”,Viral image,"August 20, 2020",false,1
3567,Bill McCarthy,"“Biden’s tax rate on a family making 75,000 dollars would go from 12% to 25%.”",Facebook posts,"August 20, 2020",false,1
3568,Ciara O'Rourke,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions.",Viral image,"August 19, 2020",false,1
3569,Noah Y.,Goodyear Tires “announced a BAN ON MAGA HATS…This is what the Radical Left Democrats do.”,Donald Trump,"• August 19,",barely-true,1
3570,Paul Specht,“Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.”,Thom Tillis,"August 19, 2020",false,1
3571,Warren Fiske,"“When I ran for Congress, I promised to refuse money from corporate PACs. I’ve kept that promise.”",Abigail Spanberger,"August 19, 2020",mostly-true,0
3572,Ciara O'Rourke,Says Kamala Harris inaccurately “claimed to be bussed in the 60’s due to segregation type issues.”,Facebook posts,"August 19, 2020",false,1
3573,Ciara O'Rourke,Says Mike Pence “said he won’t debate Kamala Harris.”,Facebook posts,"August 19, 2020",false,1
3574,Tom Kertscher,"Amid COVID-19, 25 of the 26 Republican governors ""have decided to play football,"" but ""three-fourths"" of the 24 Democratic governors ""have decided not to play already and most will probably not play.”",Tommy Tuberville,"August 19, 2020",false,1
3575,Ciara O'Rourke,"Says Kamala Harris said, “I don’t like Joe Biden and do not like his history with certain people or who he’s aligned with, he’s trash to me.”",Facebook posts,"August 19, 2020",false,1
3576,Ciara O'Rourke,"Says Condoleezza Rice said, “If you are taught bitterness and anger, then you will believe you are a victim. You will feel aggrieved and the twin brother of aggrievement is entitlement. So now you think you are owed something and you don’t have to work for it and now you’re on a really bad road to nowhere because there are people who will play to that sense of victimhood, aggrievement and entitlement, and you still won’t have a job.”",Facebook posts,"August 19, 2020",half-true,0
3577,Ciara O'Rourke,A coloring book that describes Joe Biden as “America’s Sexiest Moderate” is being marketed to children.,Viral image,"August 19, 2020",false,1
3578,Patrick Orsagos,"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”",Carol Miller,"August 19, 2020",mostly-true,0
3579,Louis Jacobson,The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,Bill Clinton,"August 18, 2020",mostly-true,0
3580,Clara Hendrickson,"“8% of the votes cast” in Michigan’s Aug. 4 primary, 864 mailed ballots, came from dead voters. “NOTHING TO SEE HERE!!!”",Donald Trump Jr.,"August 18, 2020",pants-fire,1
3581,Ciara O'Rourke,A photo shows Kamala Harris is “listed as Caucasian on her birth certificate.”,Viral image,"August 18, 2020",false,1
3582,Bill McCarthy,"The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.""",Donald Trump,"August 18, 2020",false,1
3583,Chris Nichols,"“In California, Democrats have intentionally implemented rolling blackouts.”",Donald Trump,"August 18, 2020",false,1
3584,Ciara O'Rourke,"Says Ben Shapiro tweeted, “The USPS is not only a bloated and outdate government agency, it is also ineffective and incompetent. It’s been 2 months since my wife went on a Hawaii vacation with her personal trainer; she said she would send me postcards every day and so far none of them have arrived.”",Viral image,"August 18, 2020",false,1
3585,Jon Greenberg,"""Our (COVID-19) numbers are better than almost all countries.""",Donald Trump,"August 18, 2020",false,1
3586,Daniel Funke,"Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”",Really American,"August 18, 2020",mostly-true,0
3587,Aaron Sharockman,"“As of the last 24 hours this is the protocol regarding masks: Masks should only be used by healthcare workers, caretakers or by people who are sick with symptoms like fever and cough.”",Facebook posts,"August 18, 2020",false,1
3588,Louis Jacobson,"“In one of the states that determined the outcome” of the 2016 presidential race, “the winning margin averaged out to just two votes per precinct, two votes.”",Michelle Obama,"August 18, 2020",true,0
3589,Samantha Putterman,"""Social Security beneficiaries count on the post office to get their checks.”",Eva Longoria Baston,"August 18, 2020",half-true,0
3590,Laura Schulte,"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",Wisconsin Trump Victory,"August 17, 2020",false,1
3591,Ciara O'Rourke,Contractors hired by government officials to frame Donald Trump are “behind the fake news in mainstream media” and recent protests.,Facebook posts,"August 17, 2020",pants-fire,1
3592,Noah Y.,“Doug Collins repeatedly joined liberal Stacey Abrams to raise taxes...Kelly’s never voted for a tax increase — and never will.”,Kelly Loeffler,"• August 17,",barely-true,1
3593,Chris Nichols,"“For the past three years, the state senator who represents Speaker Nancy Pelosi’s San Francisco, has led a push to abolish single-family zoning in California.”",Donald Trump,"August 17, 2020",half-true,0
3594,Madison Czopek,"Says Kamala Harris said, “If elected & you don’t surrender your guns, I will sign an executive order & the police will show up at your door.”",Facebook posts,"August 17, 2020",false,1
3595,Eric Litke,Says a picture of stacked mailboxes is proof of voter suppression in Wisconsin,Facebook posts,"August 17, 2020",false,1
3596,Victoria Knight,"“[Steve] Bullock’s health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.”",National Republican Senatorial Committee,"August 17, 2020",false,1
3597,Ciara O'Rourke,Photo shows Barack Obama and George Clooney in a compromising situation with a child.,Viral image,"August 17, 2020",false,1
3598,Jill Terreri,“New York Mail-In voting is in a disastrous state of condition. Votes from many weeks ago are missing - a total mess. They have no idea what is going on. Rigged Election.”,Donald Trump,"• August 14,",barely-true,1
3599,Ciara O'Rourke,“Kamala Harris refused to be sworn in using the Bible.”,Facebook posts,"August 14, 2020",false,1
3600,Tom Kertscher,Says Sara Gideon’s husband’s law firm “took up to $2 million” from the same federal program she “falsely” attacked Susan Collins over.,Susan Collins,"August 14, 2020",half-true,0
3601,Kiannah Sepeda-Miller,"When COVID-19 struck, the Illinois Department of Employment Security “was hit with something no one expected: 10 to 20 times the claims, even during the worst recession of my lifetime.”",JB Pritzker,"August 14, 2020",mostly-true,0
3602,Sophie Austin,Says Kamala Harris wants to eliminate beef.,Facebook posts,"August 14, 2020",false,1
3603,Tom Kertscher,"Says Susan Collins ""voted against accountability for opioid makers” and denied taking campaign money from a family who made its wealth selling OxyContin.",Senate Majority PAC,"August 14, 2020",barely-true,1
3604,Ciara O'Rourke,“Kamala Harris is the prosecutor who refused to charge the police in the murder of Oscar Grant!”,Viral image,"August 14, 2020",false,1
3605,Eric Litke,"Says Biden supports a school choice ban that would impact 74,000 Wisconsin students.",Facebook posts,"August 14, 2020",false,1
3606,Madlin Mekelburg,Says in Texas the “average age of the Republican voter is like 20 years older than the average Democrat.”,Gene Wu,"August 14, 2020",false,1
3607,Tom Kertscher,Says Kamala Harris “advocated for restoring voting rights for the Boston bomber.”,Nancy Mace,"August 14, 2020",barely-true,1
3608,Lawrence Andrea,"GOP-backed ""racist disenfrachisement"" led to only five polling places being open in Milwaukee for April 7 election.",Mandela Barnes,"August 14, 2020",barely-true,1
3609,Jessica Calefati,"The Trump administration “added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",Mike Pence,"August 14, 2020",false,1
3610,Paul Specht,"Cal Cunningham ""voted for over $1 billion in new taxes.”",National Republican Senatorial Committee,"August 13, 2020",true,0
